Country Name,Country Code,Indicator Name,Indicator Code,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Sulawesi Selatan, Prop.",ID.SE,"Length of District Road: Other (in km) (BPS Data, Province only)",ROD.DIST.OTHR.KM,,,,,,,,,,,,,,,,,,,,,,,,,,2066,2066,2066,2066,830,615,478,571,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Asphalt (in km) (BPS Data, Province only)",ROD.NATL.ASPH.KM,,,,,,,,,,,,,,,,,,,,,,,,,,1526,1526,1526,1221,1221,1221,148,1565,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Bad Damage (in km) (BPS Data, Province only)",ROD.NATL.BDMG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,144,144,144,45,69,69,37,46,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Dirt (in km) (BPS Data, Province only)",ROD.NATL.DIRT.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Fair (in km) (BPS Data, Province only)",ROD.NATL.FAIR.KM,,,,,,,,,,,,,,,,,,,,,,,,,,832,832,832,650,446,446,1331,451,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Good (in km) (BPS Data, Province only)",ROD.NATL.GOOD.KM,,,,,,,,,,,,,,,,,,,,,,,,,,620,620,620,1221,1509,1509,177,1059,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Gravel (in km) (BPS Data, Province only)",ROD.NATL.GRAVL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,144,144,144,887,887,887,98,13,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Light Damage (in km) (BPS Data, Province only)",ROD.NATL.LDMG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,74,192,84,84,33,22,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of National Road: Other (in km) (BPS Data, Province only)",ROD.NATL.OTHR.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Asphalt (in km) (BPS Data, Province only)",ROD.PROV.ASPH.KM,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1390,1431,892,892,892,663,1315,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Bad Damage (in km) (BPS Data, Province only)",ROD.PROV.BDMG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,713,713,404,99,674,674,78,155,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Dirt (in km) (BPS Data, Province only)",ROD.PROV.DIRT.KM,,,,,,,,,,,,,,,,,,,,,,,,,,220,220,317,244,244,244,61,121,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Fair (in km) (BPS Data, Province only)",ROD.PROV.FAIR.KM,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,317,341,338,338,207,410,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Good (in km) (BPS Data, Province only)",ROD.PROV.GOOD.KM,,,,,,,,,,,,,,,,,,,,,,,,,,613,613,767,803,300,300,413,820,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Gravel (in km) (BPS Data, Province only)",ROD.PROV.GRAVL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,275,275,137,341,341,341,88,175,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Light Damage (in km) (BPS Data, Province only)",ROD.PROV.LDMG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,292,292,397,244,175,175,118,234,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Length of Province Road: Other (in km) (BPS Data, Province only)",ROD.PROV.OTHR.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,4,8,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Literacy Rate for Population age 15 and over (in % of total population),SE.LITR.15UP.ZS,,,,,,,,,,,,,,,,,,,,,79.49,81.27,82.56,83.19,83.64,81.61,83.54,83.4,84.49,84.6,85.7,86.24,86.53,86.55,87.75,88.07,88.73,90.361679,91.26,91.29,91.53
"Sulawesi Selatan, Prop.",ID.SE,Monthly Per Capita Household Education Expenditure (in IDR),HOU.XPD.EDU.PC.CR,,,,,,,,,,,,,,,,,,,,,1749,2069,2892,2810,3761,4224,4854,6670,7114,7755,10315,9328,,23102,22574,26119,27771,34802.37,36778.97,,
"Sulawesi Selatan, Prop.",ID.SE,Monthly Per Capita Household Health Expenditure (in IDR),HOU.XPD.HE.PC.CR,,,,,,,,,,,,,,,,,,,,,687,784,977,1340,1686,2385,2779,2314,2689,3462,3293,4440,,7100,8235,13655,14428,17142.29,18478.6,,
"Sulawesi Selatan, Prop.",ID.SE,Monthly Per Capita TOTAL Household Expenditure for The Poorest 20 percent (in IDR),HOU.XPD.TOTL.20POOR.CR,,,,,,,,,,,,,,,,,,,,,24281,27322,33324,56300,58832,66332,81812,91993,87025,94823,119465,135773,,183318,201744,169811,179848,195368.04,211108.29,,
"Sulawesi Selatan, Prop.",ID.SE,Morbidity Rate (in %),SH.MORB.ZS,,,,,,,,,,,,,,,,,,,,,23.915,22.967,25.322,24.185,23.771,23.823,22.246,18.598,21.888,24.649,25.408,29.88,28.563,31.797,30.64272,27.51391,25.557065,23.950209,24.778955,26.3,23.58
"Sulawesi Selatan, Prop.",ID.SE,Net Enrollment Ratio: Junior Secondary (in %),SE.JRSEC.NENR.ZS,,,,,,,,,,,,,,,,,,,,,45.27,50.23,48.45,50.6,52.37,52.96,53.32,54.04,57.41,56.02,60.27,60.36,60.74,61.73,62.32,65.28,69.51,69.797028,73.18,73.51,73.67
"Sulawesi Selatan, Prop.",ID.SE,Net Enrollment Ratio: Primary (in %),SE.PRM.NENR.ZS,,,,,,,,,,,,,,,,,,,,,86.14,87.4,86.96,89.17,88.58,88.76,89,89.21,90.64,88.13,91.08,92.06,92.15,92.27,92.87,89.48,90.61,95.666832,96.39,96.84,96.99
"Sulawesi Selatan, Prop.",ID.SE,Net Enrollment Ratio: Senior Secondary (in %),SE.SRSEC.NENR.ZS,,,,,,,,,,,,,,,,,,,,,30.32,6.81,32.95,34.23,35.02,35,34.6,37.18,38.39,37.94,40.86,41.55,41.8,42.05,42.75,47.9,53.6,53.788887,59.09,59.46,59.62
"Sulawesi Selatan, Prop.",ID.SE,Number of Doctors,SH.DR.TOTL,,,,,,,,,,,,,,,,,,,,,1293,,,,,,,1435,,1561,,,1349,,,1627,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of hospitals,SH.HOSP.TOTL,,,,,,,,,,,,,,,,,,,,,50,,,,55,,,55,,59,,,,,,64,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of Midwives,SH.MED.MWIV.TOTL,,,,,,,,,,,,,,,,,,,,,2510,,,,,,,3652,,2897,,,8004,,,4630,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed,SL.EMP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,2611457,2718893,2693253,2796044,2680888,2738632,2939463,3136111,3222256,3272365,3375498,3438288,3376549,3527036,3485492,3694712
"Sulawesi Selatan, Prop.",ID.SE,"Number of people employed in agriculture, forestry and fishery",SL.EMP.AGR.FRST.FSH,,,,,,,,,,,,,,,,,,,,,,,,,,1721263,1890658,1930241,1752124,1678884,1313535,1580962,1547472,1588626,1572479,1469245,1512607,1473322,1474491,1454451,1467989
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in construction sector,SL.EMP.CNST,,,,,,,,,,,,,,,,,,,,,,,,,,84360,84966,129668,157304,139269,143780,127239,162717,168301,158753,178717,185248,196241,210957,219228,262662
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in electricity and utilities sector,SL.EMP.ELC,,,,,,,,,,,,,,,,,,,,,,,,,,1586,4050,879,,6471,17750,4807,6495,8845,10552,7831,15044,8423,9458,8131,13537
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in financial services sector,SL.EMP.FINS,,,,,,,,,,,,,,,,,,,,,,,,,,24259,34742,,20316,26892,40952,38639,41151,38123,38646,55828,59802,73290,77660,91387,60576
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in industrial sector,SL.EMP.IND,,,,,,,,,,,,,,,,,,,,,,,,,,148277,140641,148926,175872,197729,125350,147391,172337,214668,197342,223246,231455,200084,202003,230459,282754
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in mining and quarrying sector,SL.EMP.MINQ,,,,,,,,,,,,,,,,,,,,,,,,,,9039,854,12250,5684,6959,15664,17195,15533,17509,16902,29038,25857,22450,17774,25256,40247
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in social services sector,SL.EMP.SOCL,,,,,,,,,,,,,,,,,,,,,,,,,,401031,296333,317463,342460,361471,357598,270135,267991,362460,499938,575863,589576,611494,703903,616355,634378
"Sulawesi Selatan, Prop.",ID.SE,"Number of people employed in trade, hotel and restaurant sector",SL.EMP.TRAD,,,,,,,,,,,,,,,,,,,,,,,,,,481750,472596,430129,576396,457530,537303,566397,527764,636714,603655,654516,634355,618379,673726,688331,769767
"Sulawesi Selatan, Prop.",ID.SE,Number of people employed in transportation and telecommunication sector,SL.EMP.TRAN,,,,,,,,,,,,,,,,,,,,,,,,,,130513,159542,145713,153496,194016,186700,186698,191633,187010,174098,181214,184344,172866,157064,151894,162802
"Sulawesi Selatan, Prop.",ID.SE,Number of people in labor force,SL.TLF,,,,,,,,,,,,,,,,,,,,,,,,,,2944008,3138173,3307794,3367380,3227549,3139320,3312177,3447879,3536920,3571317,3612424,3657419,3558183,3715801,3706128,3881003
"Sulawesi Selatan, Prop.",ID.SE,Number of people live below the poverty line (in number of people),SI.POV.BPL,,,,,,,,,,,,,,,,,,,,,,,,1325200,,,1063630,1058780,1000600,1035000,1111900,1083300,1042600,937000,913400,832910,825800,863200,806345,,
"Sulawesi Selatan, Prop.",ID.SE,Number of people underemployed,SL.EMP.UNDR,,,,,,,,,,,,,,,,,,,,,,,,,,1077168,1165233,1209027,1183500,1123143,942255,1066596,1149785,1137817,1259974,1388485,1339425,1493568,1298449,1306311,1275261
"Sulawesi Selatan, Prop.",ID.SE,Number of people unemployed,SL.UEM.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,332551,419280,614541,571336,546661,400688,372714,311768,314664,298952,236926,219131,181634,188765,220636,186291
"Sulawesi Selatan, Prop.",ID.SE,Number of Polindes (Poliklinik Desa/Village Polyclinic),SH.POLINDES.TOTL,,,,,,,,,,,,,,,,,,,,,467,,,,738,,,702,,680,,,630,,,222,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of Puskesmas and its line services,SH.PUSKESMAS.TOTL,,,,,,,,,,,,,,,,,,,,,1156,,,,1286,,,1390,,1395,,,,,,1658,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of schools at junior secondary level,SE.SCHL.JRSEC,,,,,,,,,,,,,,,,,,,,,1058,,,,1192,,,1176,,1311,,,1124,,,1928,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of schools at primary level,SE.SCHL.PRM,,,,,,,,,,,,,,,,,,,,,7223,,,,6786,,,6679,,6602,,,4643,,,6869,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Number of schools at Senior Secondary level,SE.SCHL.SRSEC,,,,,,,,,,,,,,,,,,,,,680,,,,579,,,497,,761,,,609,,,1090,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)",SE.STUD.JRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71983,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Student: Primary Level (in number of people, 2009 data only)",SE.STUD.PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977810,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Student: Senior Secondary Level (in number of people, 2009 data only)",SE.STUD.SRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50216,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)",SE.TCHR.JRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23115,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Teacher: Primary Level (in number of people, 2009 data only)",SE.TCHR.PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72481,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",SE.TCHR.SRSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16448,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Others expenditure (in IDR),EC.XPD.OTHR.CR,,,,,,,,,,,,,,,,,,,,,,,,,,75693383747,53746732217,1.92E+11,2.72E+11,3.53E+11,4.47E+11,7.22E+11,9.09E+11,7.82E+11,1.00E+12,1.21E+12,2.42E+12,2.63E+12,2.88E+12,2.88E+12,3.69E+12
"Sulawesi Selatan, Prop.",ID.SE,"Outstanding Deposits of Commercial Banks owned by Regional Government (Province Level, in IDR Million)",RES.DPST.CBK,,,,,,,,,,,,,,,,,,,,,,,,,,,752283,671155,642853,894521,2920343,,,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of condition: Damaged (in Hectares),PALM.LND.DMG,,,,,,,,,,,,,,,,,,,,,,,,,,1811,811,1793,1600,,,5,1,75,81,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of condition: Immature (in Hectares),PALM.LND.IMM,,,,,,,,,,,,,,,,,,,,,19495,28590,27797,17176,19359,14169,15634,13996,844,1808,1906,671,927,1193,6410,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of condition: Mature (in Hectares),PALM.LND.MTR,,,,,,,,,,,,,,,,,,,,,32472,34794,26181,45814,47234,61383,66640,63143,11481,14210,22584,15033,15016,16138,13362,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of ownership: Private (in Hectares),PALM.LND.PRVT,,,,,,,,,,,,,,,,,,,,,24515,36214,44091,28428,30028,34293,35746,35725,1022,1022,1022,501,496,1479,1895,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of ownership: Smallholder (in Hectares),PALM.LND.SMHD,,,,,,,,,,,,,,,,,,,,,18891,19206,,24675,26678,30314,31614,27511,4403,7946,7949,8159,8399,8853,10794,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area by type of ownership: State Owned Enterprise (in Hectares),PALM.LND.SOE,,,,,,,,,,,,,,,,,,,,,8561,7964,9887,9887,9887,12756,15725,15696,8500,7050,15519,7049,7049,7074,7164,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Land Area: Total (in Hectares),PALM.LND.TOTL,,,,,,,,,,,,,,,,,,,,,51967,63384,53978,62990,66593,77363,83085,78932,13925,16018,24490,15709,15944,17406,19853,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Yield by type of ownership: Private (in Kg/Ha),PALM.YLD.PRVT,,,,,,,,,,,,,,,,,,,,,1528,1421,1392,1739,1652,2355,2360,2436,3378,,3378,3225,1201,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Yield by type of ownership: Smallholder (in Kg/Ha),PALM.YLD.SMHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132.26,,4868,,6550,6399,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Oil Yield by type of ownership: State Owned Enterprise (in Kg/Ha),PALM.YLD.SOE,,,,,,,,,,,,,,,,,,,,,5969,5161,4864,2686,2955,2478,2537,2603,2140,,2227,6577,2571,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Production by type of ownership: Private (in Tons),PALM.PRD.PRVT,,,,,,,,,,,,,,,,,,,,,21033,20015,24294,37520,37985,76707,79583,82464,1821,1821,1821,1598,595,751,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Production by type of ownership: Smallholder (in Tons),PALM.PRD.SMHD,,,,,,,,,,,,,,,,,,,,,25326,30427,,39751,41751,53044,53048,48039,7063,11702,13252,14271,17498,17100,25458,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Production by type of ownership: State Owned Enterprise (in Tons),PALM.PRD.SOE,,,,,,,,,,,,,,,,,,,,,23876,20644,42471,10743,11818,26015,26634,27498,14243,17008,32386,22593,9326,13097,7391,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Palm Production: Total (in Tons),PALM.PRD.TOTL,,,,,,,,,,,,,,,,,,,,,70235,71086,66765,88014,91554,155766,159265,158001,23127,30531,47459,38462,27419,30948,32849,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Percentage of Population in Rural Areas (only 2005 and 2010) (in % of Total Population),SP.RUR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,68.93,,,,,82.82506417,,,,,63.34149203,63.34111,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Percentage of Population in Urban Areas (only 2005 and 2010) (in % of Total Population),SP.URB.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,31.07,,,,,17.17493583,,,,,36.65850797,36.65889,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Personnel expenditure (in IDR),EC.XPD.STAF.CR,,,,,,,,,,,,,,,,,,,,,,,,,,2.27E+11,2.35E+11,3.00E+11,3.22E+11,3.27E+11,3.59E+11,4.27E+11,5.15E+11,6.03E+11,6.22E+11,7.56E+11,8.71E+11,9.23E+11,1.02E+12,1.10E+12,1.14E+12
"Sulawesi Selatan, Prop.",ID.SE,Poverty Gap (index),SI.POV.NGAP,,,,,,,,,,,,,,,,,,,,,,,,3.83,,,2.53,2.73,2.42,2.5,2.33,2.6,3.46,2.03,1.91,1.65,1.59,1.65,1.41,,
"Sulawesi Selatan, Prop.",ID.SE,Poverty Line (in IDR),SI.POV.NAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109979,109503,120786,126623,157761,187108,163089,190545,195627,217547,229222,,
"Sulawesi Selatan, Prop.",ID.SE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88,15.77,14.9,14.98,14.57,14.11,13.34,12.31,11.6,10.29,10.11,10.32,9.54,,
"Sulawesi Selatan, Prop.",ID.SE,"Public, law and order function expenditure (in IDR)",FC.XPD.PUBL.CR,,,,,,,,,,,,,,,,,,,,,,,,,,908704000,92660525004,,,,,10767375233,11850000000,15075593492,,,37730000000,,,,
"Sulawesi Selatan, Prop.",ID.SE,Religious function expenditure (in IDR),FC.XPD.RELG.CR,,,,,,,,,,,,,,,,,,,,,,,,,,2095375000,3038000000,,,,,,,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Social protection function expenditure (in IDR),FC.XPD.PROT.CR,,,,,,,,,,,,,,,,,,,,,,,,,,9749878452,16732949333,11957046544,12659607697,11764687184,,14680169271,20110000000,21863454623,,,39180000000,,,,
"Sulawesi Selatan, Prop.",ID.SE,Total Area (in Km²),LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,45695,45599.68,45620.09,45619.57,45557.45,45926.45,45926.45,45926.45,46717.48,46717.48,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Commercial and Rural Banks Loans Rupiah and Foreign Currency (province level, in IDR Million)",FN.LOAN.CBK.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,8415000,10671000,12854000,16741000,20934000,25786000,31731000,36621000,41213810,57502480,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Agriculture (province level, in IDR Million)",FN.CRED.AGR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,208917,227031,237870,282130,432044,436370,487589,507484,719850,663521,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Business (province level, in IDR Million)",FN.CRED.BUS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,81438,87686,456918,440031,497278,743577,679710,1162900,1776546,2058438,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Construction (province level, in IDR Million)",FN.CRED.CNST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,131925,195201,252206,405612,654461,595836,774648,915561,1435488,1628008,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Manufacture (province level, in IDR Million)",FN.CRED.MNF.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,344540,391507,994543,1015895,1217430,1348172,1435296,1574746,1760725,1880193,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Mining and Quarrying (province level, in IDR Million)",FN.CRED.MINQ.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,430,11019,7353,87350,133306,129791,51037,21593,19565,22802,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Other Services (province level, in IDR Million)",FN.CRED.SRV.OTHR.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1476337,2384409,2393308,3170779,4369454,6316733,7495900,9830009,12423881,14627867,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Social Services (province level, in IDR Million)",FN.CRED.SRV.SOCL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,17161,23497,78023,89931,100407,146027,215738,257205,276798,338437,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Trade (province level, in IDR Million)",FN.CRED.TRAD.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,778989,997687,1739571,2660618,3305757,4010798,5345568,6882909,8428910,10365211,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Transportation (province level, in IDR Million)",FN.CRED.TRAN.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,400812,232849,544125,761032,761570,747446,490081,326465,348644,455161,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Sector: Utilities (province level, in IDR Million)",FN.CRED.UTL.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1984,624,1050,2734,3343,3257,421,1502,14305,39618,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Utilization: Consumption (province level, in IDR Million)",FN.CRED.CNSP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1167395,1758956,2303628,3131033,4336135,6288375,7482187,9801639,12352052,14586376,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total credit by Utilization: Investment (province level, in IDR Million)",FN.CRED.INVS.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,909241,1135465,2008267,2585617,2412205,2919432,2881251,2743728,3436042,4182347,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Credit by Utilization: Working Capital (province level, in IDR Million)",FN.CRED.WCAP.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,1365897,1657089,2393072,3199462,4726710,5270200,6612550,8935007,11416618,13310533,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Deposits (province level, in IDR Million)",FN.DPST.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,8676697,10397520,10917116,13020598,14185633,16743111,21044500,24808220,29012795,33614780,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,Total Expenditure (in IDR),EC.XPD.TOTL.CR,,,,,,,,,,,,,,,,,,,,,,,,,,5.08E+11,6.72E+11,8.21E+11,9.39E+11,1.17E+12,1.39E+12,1.83E+12,2.15E+12,2.15E+12,2.49E+12,3.18E+12,4.60E+12,,5.60E+12,6.15E+12,6.93E+12
"Sulawesi Selatan, Prop.",ID.SE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,,,,,,,,1750142,2012333,2325977,2633488,2870691,3580657,4035708,4476679,5261736,6080586,7511601,8737639,10377044,11833098,13538002,21950764,24064892,30763332,34761992,38511168,42843280,48614180,51780440,60902824,69271920,85143184,99955000,117830000,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total GDP excluding Oil and Gas (in IDR Million), Constant Price",NA.GDP.EXC.OG.KR,,,,,,,,10495515,11356582,12116210,13465535,15148215,14424419,16894155,17287839,17462845,18934897,20878121,22505471,24389774,26437066,27382202,25977104,26910007,28192718,29664260,30873407.15,32550346.99,34265620.83,36337249.9,38781500.54,41242732.68,44456755,47225022.38,51088510.56,54983667.97,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total GDP excluding Oil and Gas (in IDR Million), Current Price",NA.GDP.EXC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,28192718,31864070.76,35267406.91,39335319.94,44659949.93,51650599.26,60756420.07,69107119.49,84966309,99757707.25,117612050.9,137146156.3,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,7433015.4,7777797.4,8951959.3,10042131,10296409,10085279,10271450,10495515,11356582,12116210,13465535,15148215,14424419,16894155,17287839,17462845,18934897,20878121,22505471,24389774,26437066,27382202,26059392,26968673,28258971,29735720.04,30948818.93,32627380.12,34345080.51,36421787.37,38867679.22,41332426.29,44549825,47326078.38,51197034.67,55098741.42,59708627,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total GDP including Oil and Gas (in IDR Million), Current Price",NA.GDP.INC.OG.CR,,,,,,,,,,,,,,,,,,,,,,,,,28258971,31936140.32,35344427.65,39414659.01,44744532.59,51780442.52,60902823.8,69271924.56,85143191,99954589.75,117830270.5,137389811.2,159400000,,,,
"Sulawesi Selatan, Prop.",ID.SE,Total General Allocation Grant/DAU (in IDR),REV.DAU.CR,,,,,,,,,,,,,,,,,,,36280000000,34020000000,36520000000,39200000000,46970000000,65480000000,87810000000,2.46E+11,2.57E+11,3.13E+11,3.14E+11,3.33E+11,5.10E+11,6.00E+11,6.57E+11,6.63E+11,7.06E+11,8.17E+11,9.97E+11,1.09E+12,,,
"Sulawesi Selatan, Prop.",ID.SE,Total Natural Resource Revenue Sharing/DBH SDA (in IDR),REV.NRRV.SHR.CR,,,,,,,,,,,,,,,,,,,10170000000,13380000000,15270000000,20980000000,31160000000,27230000000,25480000000,24601350892,7053174234,7848353491,10158884819,15915504239,0,41286031396,25920000000,9076749481,7003879430,17738615551,9798000000,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Natural Resources Revenue Sharing from Fishery (in IDR, realization value)",NRRV.SHR.FSH.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Natural Resources Revenue Sharing from Forestry (in IDR, realization value)",NRRV.SHR.FRST.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312310414,62999296,1189641228,85100681,57106290,,,,,,,
"Sulawesi Selatan, Prop.",ID.SE,"Total Natural Resources Revenue Sharing from Gas (in IDR, realization value)",NRRV.SHR.GAS.CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
